market_id,category,title,model_probability,market_price_at_close,actual_outcome,confidence,relevant,price_gap,reasoning
KXCITIESWEATHER-25JAN15(AUS)(HOU)(MIA)(NY)(PHIL)-(T58)(B54.5)(B75.5)(B33.5)(B35.5),weather,"Will the high temp in Austin, Houston, Miami, New York and Philadelphia be Austin: 59° or above; Houston: 54° to 55°; Miami: 75° to 76°; New York: 33° to 34° and Philadelphia: 35° to 36° on Jan 15, 2025?",0.0,0.0,0,0.9,0,0.0,"Historical temperature data and current trends are not provided, making it impossible to predict with any reasonable accuracy."
TORNADO-24FEB-50,weather,Will there be more than 50 tornadoes in February?,0.3,0.24,0,0.4,0,0.06,Insufficient recent relevant data to adjust probability.
KXCITIESWEATHER-25JAN22(HOU)(MIA)(NY)-(T35)(T64)(T16),weather,"Will the high temp in Houston, Miami and New York be Houston: 34° or below; Miami: 63° or below and New York: 15° or below on Jan 22, 2025?",0.0,0.0,0,0.9,0,0.0,Historical temperature data shows these conditions are extremely unlikely.
KXCITIESWEATHER-24DEC22(AUS)(CHI)(DEN)(HOU)(NY)(PHIL)-(T62)(T28)(T59)(T59)(T21)(T23),weather,"Will the high temp in Austin, Chicago, Denver, Houston, New York and Philadelphia be Austin: 61° or below; Chicago: 27° or below; Denver: 58° or below; Houston: 58° or below; New York: 20° or below and Philadelphia: 22° or below on Dec 22, 2024?",0.0,0.0,0,1.0,0,0.0,"The current YES price is 0%, indicating no chance of the event occurring."
KXCITIESWEATHER-25JAN08(AUS)(DEN)(NY)(PHIL)-(B41.5)(T39)(B29.5)(B32.5),weather,"Will the high temp in Austin, Denver, New York and Philadelphia be Austin: 41° to 42°; Denver: 40° or above; New York: 29° to 30° and Philadelphia: 32° to 33° on Jan 8, 2025?",0.0,0.0,0,0.1,0,0.0,No current information to predict specific weather conditions.
RAINNYC-21NOV01-T0,weather,Will it rain in New York City on Monday?,0.1,0.03,0,0.2,0,0.07,Insufficient recent weather data to make an accurate prediction.
KXCITIESWEATHER-25JAN19(CHI)(NY)(PHIL)-(T31)(T41)(T40),weather,"Will the high temp in Chicago, New York and Philadelphia be Chicago: 30° or below; New York: 40° or below and Philadelphia: 39° or below on Jan 19, 2025?",0.0,0.0,0,0.8,0,0.0,Historical temperature data shows these conditions are extremely rare in January.
KXCITIESWEATHER-25FEB28(CHI)(DEN)(PHIL)-(B56.5)(B63.5)(T54),weather,"Will the high temp in Chicago, Denver and Philadelphia be Chicago: 56° to 57°; Denver: 63° to 64° and Philadelphia: 55° or above on Feb 28, 2025?",0.0,0.0,0,1.0,0,0.0,No current market data or recent events to adjust the probability from the given price.
KXCITIESWEATHER-25JAN29(AUS)(MIA)(NY)-(T65)(T71)(T41),weather,"Will the high temp in Austin, Miami and New York be Austin: 64° or below; Miami: 70° or below and New York: 40° or below on Jan 29, 2025?",0.0,0.0,0,1.0,0,0.0,Historical temperature data indicates these conditions are extremely unlikely.
KXCITIESWEATHER-24DEC18(AUS)(CHI)-(B70.5)(B36.5),weather,"Will the high temp in Austin and Chicago be Austin: 70° to 71° and Chicago: 36° to 37° on Dec 18, 2024?",0.0,0.0,1,0.95,0,0.0,Historical temperature data shows these temperatures are extremely unlikely.
KXCITIESWEATHER-24DEC30(AUS)(HOU)(NY)-(T77)(T72)(T52),weather,"Will the high temp in Austin, Houston and New York be Austin: 76° or below; Houston: 71° or below and New York: 51° or below on Dec 30, 2024?",0.0,0.0,0,0.9,0,0.0,Historical temperature data is needed but no recent headlines are available.
KXCITIESWEATHER-24DEC20(CHI)(HOU)(MIA)(PHIL)-(B37.5)(T68)(B79.5)(B39.5),weather,"Will the high temp in Chicago, Houston, Miami and Philadelphia be Chicago: 37° to 38°; Houston: 69° or above; Miami: 79° to 80° and Philadelphia: 39° to 40° on Dec 20, 2024?",0.0,0.0,0,0.1,0,0.0,Insufficient information to make a prediction.
KXRTHOWTOTRAINYOURDRAGON-60,weather,How to Train Your Dragon Rotten Tomatoes score?,0.5,0.99,1,0.1,0,0.49,Insufficient information and irrelevant category.
KXCITIESWEATHER-25JAN03(CHI)(MIA)(NY)-(B27.5)(B77.5)(B39.5),weather,"Will the high temp in Chicago, Miami and New York be Chicago: 27° to 28°; Miami: 77° to 78° and New York: 39° to 40° on Jan 3, 2025?",0.32,0.32,1,0.1,0,0.0,Insufficient recent data to adjust probability.
RAINNYC-21OCT05-T0,weather,Will it rain in New York City on Tuesday?,0.99,0.99,1,0.85,0,0.0,No recent relevant headlines to adjust the high current YES price.
TORNADO-24OCT-75,weather,Will there be more than 75 tornadoes in October?,0.1,0.05,0,0.3,0,0.05,Insufficient recent relevant data to make an informed prediction.
KXCITIESWEATHER-25JAN06(CHI)(DEN)(NY)(PHIL)-(T32)(B38.5)(B32.5)(B32.5),weather,"Will the high temp in Chicago, Denver, New York and Philadelphia be Chicago: 33° or above; Denver: 38° to 39°; New York: 32° to 33° and Philadelphia: 32° to 33° on Jan 6, 2025?",0.0,0.0,0,0.1,0,0.0,No historical data or recent trends to inform the prediction.
KXCITIESWEATHER-25FEB06(AUS)(CHI)(DEN)(MIA)(NY)-(B80.5)(B41.5)(T50)(B78.5)(B39.5),weather,"Will the high temp in Austin, Chicago, Denver, Miami and New York be Austin: 80° to 81°; Chicago: 41° to 42°; Denver: 49° or below; Miami: 78° to 79° and New York: 39° to 40° on Feb 6, 2025?",0.0,0.0,0,1.0,0,0.0,"Historical temperature data and current trends are not provided, but the specific temperatures required are highly unlikely."
KXCITIESWEATHER-25JAN09(AUS)(DEN)(PHIL)-(T36)(T26)(T29),weather,"Will the high temp in Austin, Denver and Philadelphia be Austin: 35° or below; Denver: 25° or below and Philadelphia: 28° or below on Jan 9, 2025?",0.0,0.0,0,1.0,0,0.0,Historical temperature data indicates these temperatures are extremely unlikely.
KXMVENFLSINGLEGAME-S2025037893B9BD7-00234419E60,weather,"yes Emanuel Wilson,yes Jordan Love,yes Luke Musgrave,yes Malik Heath,yes Grant Calcaterra,yes Saquon Barkley,yes Jordan Love: 175+,yes Luke Musgrave: 20+",0.0,0.0,0,0.1,0,0.0,Insufficient information and context to make a prediction.
KXCITIESWEATHER-24DEC19(CHI)(NY)(PHIL)-(B31.5)(B46.5)(T48),weather,"Will the high temp in Chicago, New York and Philadelphia be Chicago: 31° to 32°; New York: 46° to 47° and Philadelphia: 49° or above on Dec 19, 2024?",0.0,0.0,0,0.5,0,0.0,No current information to adjust the probability from the given price of 0%
KXCITIESWEATHER-25JAN09(AUS)(CHI)-(T36)(T22),weather,"Will the high temp in Austin and Chicago be Austin: 35° or below and Chicago: 21° or below on Jan 9, 2025?",0.0,0.0,0,0.8,0,0.0,Historical temperature data shows these temperatures are extremely unlikely.
KXCITIESWEATHER-25JAN16(CHI)(HOU)(NY)-(B36.5)(B64.5)(B32.5),weather,"Will the high temp in Chicago, Houston and New York be Chicago: 36° to 37°; Houston: 64° to 65° and New York: 32° to 33° on Jan 16, 2025?",0.0,0.0,0,1.0,0,0.0,Historical temperature data shows these specific high temperatures are extremely unlikely.
TORNADO-2330-31,weather,Will there be more than 31 tornadoes in November?,0.05,0.05,0,0.2,0,0.0,Insufficient recent relevant data to adjust probability.
KXMVENFLMULTIGAMEEXTENDED-S2025039204395C1-0B078525D59,weather,"yes Luke Musgrave,yes Malik Heath",0.0,0.0,0,0.1,0,0.0,Insufficient information to make a prediction.
KXJOBLESSCLAIMS-25JUL10-245000,inflation,"How many initial jobless claims will there be the week ending Jul 5, 2025?",0.2,0.2,0,0.3,0,0.0,Insufficient recent data and no relevant headlines available.
CPI-22APR-T0.9,inflation,Will **inflation** rise more than 0.9% in April?,0.05,0.03,0,0.2,0,0.020000000000000004,Insufficient recent data to make an informed prediction.
KXPAYROLLS-25MAY-T-100000,inflation,Will above -100000 jobs be added in May 2025?,0.99,0.99,1,0.8,0,0.0,No recent relevant headlines available.
CPISHELTER-23DEC-T0.3,inflation,Will shelter CPI rise more than 0.3% in December 2023?,0.95,0.97,1,0.8,0,0.020000000000000018,"Historical CPI trends suggest a high likelihood of the rise, but lack of recent data limits confidence."
CPIYOY-23JUL-T2.5,inflation,Will the rate of CPI inflation be above 2.5% for the year ending in July 2023?,0.0,0.0,1,0.1,0,0.0,Insufficient information and no market activity to make an informed prediction.
CPI-23JUL-T0.7,inflation,Will CPI rise more than 0.7% in July 2023?,0.5,0.0,0,0.1,0,0.5,Insufficient information and no recent relevant headlines to make an accurate prediction.
CPISHELTER-24AUG-T0.6,inflation,Will shelter CPI rise more than 0.6% in August 2024?,0.3,0.0,0,0.4,0,0.3,Insufficient information and no recent relevant headlines to make an informed prediction.
KXCPI-25JAN-T0.4,inflation,Will CPI rise more than 0.4% in January 2025?,0.15,0.15,1,0.3,0,0.0,Insufficient recent data to adjust probability.
CPIUSEDCAR-24OCT-T-1.5,inflation,Will CPI rise more than -1.5% in October 2024?,0.99,0.99,1,0.8,0,0.0,No recent headlines to adjust the high current YES price.
U3-24SEP-T4.6,inflation,Will the unemployment rate (U-3) be above 4.6% in September?,0.5,1.0,0,0.2,0,0.5,Insufficient recent relevant data to make an informed prediction.
KXU3-25JUL-T4.1,inflation,Will the unemployment rate (U-3) be above 4.1% in July?,0.7,0.7,1,0.5,0,0.0,No recent relevant headlines to adjust the current price.
CPI-24SEP-T0.1,inflation,Will CPI rise more than 0.1% in September 2024?,0.3,0.24,1,0.4,0,0.06,Insufficient recent relevant data to make an informed prediction.
KXCPIAPPAREL-25FEB-T0,inflation,Will apparel CPI rise more than 0% in February 2025?,0.4,0.3,1,0.3,0,0.10000000000000003,Insufficient recent data to adjust probability.
KXMVEMENTIONSSINGLE-A48685C42A5-0B349B3D219,inflation,"yes: Donald Trump says Communist / Communism,yes: Donald Trump says Crypto / Bitcoin,yes: Donald Trump says Disaster,yes: Donald Trump says Economy,yes: Donald Trump says Gas,yes: Donald Trump says Hoax,yes: Donald Trump says Illegal Alien,yes: Donald Trump says Inflation,yes: Donald Trump says Israel",0.0,0.0,0,0.1,0,0.0,No specific information to update the probability.
KXPCECORE-24NOV-T0.3,inflation,Will the rate of core PCE inflation be above 0.3% in November 2024?,1.0,1.0,0,0.5,0,0.0,No recent relevant headlines available.
U3-23DEC-T4.1,inflation,Will the unemployment rate (U-3) be above 4.1% in December?,0.5,0.0,0,0.2,0,0.5,Insufficient information and recent headlines to make an accurate prediction.
CPIYOY-23SEP-T3.5,inflation,Will the rate of CPI inflation be above 3.5% for the year ending in September 2023?,0.98,0.98,1,0.75,0,0.0,No recent relevant headlines to adjust the current price.
CPIAPPAREL-24APR-T-0.4,inflation,Will apparel CPI rise more than -0.4% in April 2024?,0.85,0.89,1,0.6,0,0.040000000000000036,"Historical CPI trends suggest a high probability, but lack of recent data limits confidence."
CPICORE-23MAY-TN0.2,inflation,Will core inflation rise more than -0.2% in May?,0.6,0.57,1,0.4,0,0.030000000000000027,Lack of recent relevant headlines limits analysis.
CPICORE-23MAY-T0.7,inflation,Will core inflation rise more than 0.7% in May?,0.0,0.0,0,0.1,0,0.0,No historical data or recent headlines provided to make an informed prediction.
ARGINFLATIONM-24JUN-T250,inflation,Argentina inflation in Jun 2024 above 250?,0.99,0.99,1,0.85,0,0.0,"No recent headlines available, relying on current market price."
CPI-22MAY-T0.2,inflation,Will **inflation** rise more than 0.2% in May?,0.99,0.99,1,0.5,0,0.0,No recent relevant headlines to adjust the current high YES price.
KXCPI-25SEP-T0.1,inflation,Will CPI rise more than 0.1% in September 2025?,0.95,0.95,1,0.4,0,0.0,Insufficient recent data to adjust probability.
U3-23JUN-T3.7,inflation,Will the unemployment rate (U-3) be above 3.7% in June?,0.4,0.35,0,0.3,0,0.050000000000000044,Insufficient recent data to adjust probability.
KXMVEMENTIONSSINGLE-8AEC32E9CB5-8CBA97CBCC6,inflation,"yes: Donald Trump says Abraham,yes: Donald Trump says Affordable / Affordability,yes: Donald Trump says Ballroom,yes: Donald Trump says Biden,yes: Donald Trump says Communist / Communism,yes: Donald Trump says Crypto / Bitcoin,yes: Donald Trump says Disaster,yes: Donald Trump says Economy,yes: Donald Trump says Gas,yes: Donald Trump says Hoax,yes: Donald Trump says Illegal Alien,yes: Donald Trump says Inflation,yes: Donald Trump says Shutdown / Shut Down,yes: Donald Trump says Stock Market,yes: Donald Trump says Water",0.0,0.0,0,0.1,0,0.0,No recent relevant headlines or market activity to inform the probability.
KXTSAW-25MAY04-A2.75,tsa,Will more than 2750000 people be **screened by the TSA** on average this week?,0.3,0.0,0,0.2,0,0.3,Insufficient information and no recent relevant headlines to make an accurate prediction.
TSAW-24FEB18-A2.60,tsa,Will more than 2600000 people be **screened by the TSA** on average this week?,0.1,0.03,0,0.2,0,0.07,Insufficient recent data to make an informed prediction.
TSA-21AUG14-T1.925,tsa,Will more people be screened by the TSA this Saturday than last Saturday?,0.5,1.0,0,0.2,0,0.5,Insufficient information to make an accurate prediction.
TSAW-22AUG07-A2.3,tsa,Will more than 2.3 million people be **screened by the TSA** on average this week?,0.5,1.0,0,0.2,0,0.5,Insufficient recent data to make an informed prediction.
KXTSAW-25JUL27-A2.10,tsa,Will more than 2100000 people be **screened by the TSA** on average this week?,0.5,0.0,1,0.3,0,0.5,Insufficient information and no recent relevant headlines to make an accurate prediction.
KXTSAW-25JUN01-A2.00,tsa,Will more than 2000000 people be **screened by the TSA** on average this week?,0.85,0.0,1,0.4,0,0.85,"Historical TSA screening volumes suggest high likelihood, but lack of recent data limits confidence."
TSAW-24MAY05-A2.20,tsa,Will more than 2200000 people be **screened by the TSA** on average this week?,0.5,0.0,1,0.3,0,0.5,Insufficient information and no recent relevant headlines available.
KXTSAW-25JAN19-A2.35,tsa,Will more than 2350000 people be **screened by the TSA** on average this week?,0.4,0.0,0,0.3,0,0.4,Insufficient information and no recent relevant headlines.
TSAW-23NOV12-A2.60,tsa,Will more than 2600000 people be **screened by the TSA** on average this week?,0.5,0.0,0,0.2,0,0.5,Insufficient information and no recent relevant headlines to make an accurate prediction.
KXNCAAFTOTAL-25OCT04UTSATEM-44,tsa,UTSA at Temple: Point Total Total Points?,0.99,0.99,1,0.5,0,0.0,No recent relevant headlines available.
KXTSAW-25SEP21-A1.95,tsa,Will more than 1950000 people be **screened by the TSA** on average this week?,0.2,0.0,1,0.3,0,0.2,Insufficient information and no recent relevant headlines to make an accurate prediction.
KXTSAW-25SEP28-A2.20,tsa,Will more than 2200000 people be **screened by the TSA** on average this week?,0.95,0.95,1,0.6,0,0.0,No recent headlines provide additional insight.
KXTSAW-25OCT12-A2.45,tsa,Will more than 2450000 people be **screened by the TSA** on average this week?,0.95,0.96,1,0.75,0,0.010000000000000009,"Historical TSA screening numbers are relatively consistent, lacking recent news does not significantly alter the probability."
KXTSAW-25JUL27-A2.25,tsa,Will more than 2250000 people be **screened by the TSA** on average this week?,0.99,0.99,1,0.85,0,0.0,"Historical TSA screening numbers are likely consistent, and the current price reflects high probability."
KXNCAAFSPREAD-25OCT30TULNUTSA-TULN9,tsa,Tulane wins by over 9.5 points?,1.0,1.0,0,0.2,0,0.0,No recent relevant headlines to adjust the probability.
TSAW-24JUL28-A2.35,tsa,Will more than 2350000 people be **screened by the TSA** on average this week?,0.99,0.99,1,0.85,0,0.0,"Historical TSA screening numbers are consistent and high, supporting the current price."
TSAW-23FEB19-A1.90,tsa,Will more than 1900000 people be **screened by the TSA** on average this week?,0.95,0.99,1,0.8,0,0.040000000000000036,"Historical TSA screening numbers are likely to be high, but lack of recent data limits confidence."
KXTSAW-25APR27-A2.60,tsa,Will more than 2600000 people be **screened by the TSA** on average this week?,0.05,0.02,0,0.3,0,0.030000000000000002,Insufficient recent data to make an informed prediction.
KXTSAW-25OCT26-A2.20,tsa,Will more than 2200000 people be **screened by the TSA** on average this week?,0.5,0.0,1,0.3,0,0.5,Insufficient information and no recent relevant headlines.
KXNCAAFSPREAD-25OCT04UTSATEM-UTSA6,tsa,UTSA wins by over 6.5 points?,1.0,1.0,0,0.2,0,0.0,Insufficient information and no recent relevant headlines.
TSAW-24APR21-A2.25,tsa,Will more than 2250000 people be **screened by the TSA** on average this week?,1.0,0.99,1,0.85,0,0.010000000000000009,"Historical data shows high TSA screening numbers, no recent changes reported."
TSAW-24MAR03-A2.10,tsa,Will more than 2100000 people be **screened by the TSA** on average this week?,0.5,0.0,1,0.2,0,0.5,Insufficient information and recent headlines to make an accurate prediction.
KXNCAAFSPREAD-25OCT18UTSAUNT-UNT3,tsa,North Texas wins by over 3.5 points?,0.99,0.99,1,0.8,0,0.0,No recent headlines provided to adjust the probability.
KXTSAW-25JAN12-A2.55,tsa,Will more than 2550000 people be **screened by the TSA** on average this week?,0.8,1.0,0,0.6,0,0.19999999999999996,Historical TSA screening data shows weekly averages around this level.
KXNCAAMBSPREAD-25NOV15UTSADEN-DEN12,tsa,Denver wins by over 12.5 Points?,1.0,1.0,0,0.3,0,0.0,Insufficient information to make an informed prediction.
KXMVENFLMULTIGAMEEXTENDED-S20257CF90AA9FED-33874A9A8C6,economics,"yes Kansas City,yes Patrick Mahomes: 175+,yes Isiah Pacheco: 30+,no Kansas City wins by over 20.5 points,no Over 47.5 points scored",0.0,0.0,0,0.1,0,0.0,No relevant information provided to make an informed prediction.
KXMVENFLSINGLEGAME-S202592051EB5FED-EAF7A0C91B4,economics,"yes Spencer Rattler,yes D'Andre Swift: 60+,yes Alvin Kamara: 50+",0.0,0.0,0,0.1,0,0.0,Insufficient information and context to make a prediction.
RATECUTCOUNT-24DEC31-T14,economics,Will the Fed cut rates 14 times?,1.0,1.0,0,0.3,0,0.0,Insufficient recent relevant headlines to adjust probability.
KXMVEMENTIONSSINGLE-43FD7F26E8D-D3BC699A73F,economics,"yes: Al Michaels and/or Kirk Herbstreit says Fumble / Fumbles / Fumbled,yes: Al Michaels and/or Kirk Herbstreit says Intentional Grounding,yes: Al Michaels and/or Kirk Herbstreit says Stuffed",0.5,0.0,0,0.1,0,0.5,Insufficient information and context to make a prediction.
KXMVENFLMULTIGAMEEXTENDED-S20256DA03E26FED-CD49AE3C120,economics,"yes Josh Jacobs,yes Jonathan Taylor,yes Cam Skattebo,yes Bijan Robinson: 70+,yes Christian McCaffrey: 60+,yes Jonathan Taylor: 90+,yes Cam Skattebo: 60+",0.0,0.0,0,0.1,0,0.0,No current market data or recent headlines provided to make an informed prediction.
KXCONFFEDGOV-25-RWIC,economics,Will Roger Wicker vote for Confirmation of Stephen Miran as a Federal Reserve Governor?,0.05,0.03,0,0.2,0,0.020000000000000004,Insufficient information and no recent relevant headlines.
GDP-24JUL25-T4.4,economics,Will **real GDP** increase by more than 4.4% in Q2?,0.5,1.0,0,0.3,0,0.5,Insufficient information and no recent relevant headlines to adjust the probability.
KXMVEMENTIONSSINGLE-43FD7F26E8D-E47E1EF1DC0,economics,"yes: Al Michaels and/or Kirk Herbstreit says JJ Watt,yes: Al Michaels and/or Kirk Herbstreit says Safety,yes: Al Michaels and/or Kirk Herbstreit says Stuffed",0.0,0.0,0,0.1,0,0.0,No relevant information or market activity to assess probability.
KXMVEMENTIONSSINGLE-411625124B5-7E177D5B1EF,economics,"yes: Mike Tirico and/or Cris Collinsworth says Late Hit,yes: Mike Tirico and/or Cris Collinsworth says Stuffed",0.0,0.0,0,0.1,0,0.0,No relevant information or market activity to inform a prediction.
FEDDECISION-24JAN31-C26,economics,Will the Federal Reserve Cut rates by >25bps at their January 2024 meeting?,1.0,1.0,0,0.3,0,0.0,Lack of recent relevant headlines limits analysis.
RATEHIKE-22-B10,economics,Will the Fed hike rates exactly 10 times in 2022?,0.95,1.0,0,0.4,0,0.050000000000000044,No recent relevant headlines to adjust the probability.
GDP-23APR27-TN0.1,economics,Will **real GDP** increase by more than -0.1% in 2023 Q1?,0.95,0.95,1,0.4,0,0.0,Insufficient recent economic data to adjust probability.
KXMVENFLSINGLEGAME-S202592051EB5FED-34EEAD19997,economics,"yes Rome Odunze,yes D'Andre Swift: 60+,yes Alvin Kamara: 30+",0.0,0.0,0,0.1,0,0.0,No relevant information or market activity to inform a prediction.
KXMVENFLMULTIGAMEEXTENDED-S202593EDC77EFED-CE7E1DB114A,economics,"yes Jared Goff: 200+,yes DeVonta Smith: 3+,yes Saquon Barkley: 1+,yes Jahmyr Gibbs: 50+,yes Saquon Barkley: 50+,no Over 60.5 points scored",0.0,0.0,0,0.1,0,0.0,No current market information or recent headlines provided.
KXMVEMENTIONSSINGLE-AA9D3DB682C-606B9DA6C77,economics,"yes: Joe Buck and/or Troy Aikman says Hail Mary,yes: Joe Buck and/or Troy Aikman says Stuffed",0.0,0.0,0,0.1,0,0.0,No relevant economic information or recent headlines provided.
KXCONFFEDGOV-25-JCOR,economics,Will John Cornyn vote for Confirmation of Stephen Miran as a Federal Reserve Governor?,0.05,0.03,0,0.2,0,0.020000000000000004,Insufficient information and recent headlines to make an accurate prediction.
KXMVENFLMULTIGAMEEXTENDED-S202561A2C290FED-7AE0009AE72,economics,"yes Davante Adams,yes Quinshon Judkins,yes Courtland Sutton,yes Jordan Mason,yes Jalen Hurts",0.0,0.0,0,0.1,0,0.0,No relevant information provided to make an informed prediction.
KXFEDDECISION-25MAR-H26,economics,Will the Federal Reserve Hike rates by >25bps at their March 2025 meeting?,1.0,1.0,0,0.3,0,0.0,Insufficient recent relevant headlines to adjust probability.
KXMVENFLMULTIGAMEEXTENDED-S202541A7496EFED-67CC9119819,economics,"yes Jahmyr Gibbs,yes Kyren Williams,yes George Kittle",0.0,0.0,0,0.1,0,0.0,No relevant information provided to make an informed prediction.
KXMVEMENTIONSSINGLE-F77BCBC319F-9B27D2F2EB4,economics,"yes: Mike Tirico and/or Cris Collinsworth says Cheesesteak,yes: Mike Tirico and/or Cris Collinsworth says Concussion Protocol,yes: Mike Tirico and/or Cris Collinsworth says Late Hit,yes: Mike Tirico and/or Cris Collinsworth says Stuffed",0.0,0.0,0,0.1,0,0.0,No relevant information or market activity to assess probability.
KXMVENFLMULTIGAMEEXTENDED-S2025448C768CFED-227FEB6BAF7,economics,"yes Javonte Williams,yes Dallas,yes CeeDee Lamb: 7+,yes George Pickens: 3+",0.0,0.0,0,0.1,0,0.0,No relevant information provided to make an informed prediction.
KXFEDDECISION-24DEC-H0,economics,Will the Federal Reserve Hike rates by 0bps at their December 2024 meeting?,0.03,0.03,0,0.1,0,0.0,Insufficient recent relevant information to adjust probability.
KXMVENFLMULTIGAMEEXTENDED-S2025448C768CFED-6F59B65F96E,economics,"yes Ashton Jeanty,yes Dallas,yes CeeDee Lamb: 7+,yes Jake Ferguson: 5+",0.0,0.0,0,0.1,0,0.0,Insufficient information to make a prediction.
KXMVENFLSINGLEGAME-S2025448C768CFED-A4C65102553,economics,"yes Javonte Williams,yes Dallas,yes George Pickens: 4+,yes Ashton Jeanty: 2+",0.0,0.0,0,0.1,0,0.0,Insufficient information to make a prediction.
KXMVENFLMULTIGAMEEXTENDED-S20256DA03E26FED-786A7898A4E,economics,"yes Josh Jacobs,yes Jonathan Taylor,yes Cam Skattebo,yes Bijan Robinson: 70+,yes Christian McCaffrey: 60+,yes Jonathan Taylor: 70+,yes Cam Skattebo: 60+",0.0,0.0,0,0.1,0,0.0,No current market data or recent headlines to inform the prediction.
